feedback_id,created_at,source,customer_id,customer_segment,product_area,feedback_text,rating,app_version,region,monthly_revenue,label,sentiment_label,severity_label
FB-0568,2026-05-28,Feature Request,CUST-1016,SMB,Refunds,I cannot see when my refund will be processed.,1,4.1.0,United Kingdom,10165,Refund Delay,Negative,High
FB-0010,2026-05-29,App Store Review,CUST-1016,Enterprise,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,United States,278424,Dashboard Usability,Neutral,Low
FB-0416,2026-05-29,Feature Request,CUST-1192,Mid-Market,Refunds,I cannot see when my refund will be processed.,2,4.1.0,United States,35019,Refund Delay,Negative,High
FB-0425,2026-05-29,Survey,CUST-1133,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.1.0,India,14912,Dashboard Usability,Neutral,Low
FB-0432,2026-05-29,Feature Request,CUST-1257,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,India,4112,Dashboard Usability,Neutral,Low
FB-0477,2026-05-29,Survey,CUST-1111,Mid-Market,General,The application is easy to use and reliable.,4,4.1.0,India,36697,Positive Experience,Positive,Low
FB-0737,2026-05-29,Sales Note,CUST-1283,Mid-Market,General,The new dashboard is clean and helpful.,4,4.0.0,Singapore,66744,Positive Experience,Positive,Low
FB-0235,2026-05-30,Feature Request,CUST-1090,Mid-Market,Performance,The dashboard takes too long to load.,2,4.0.0,Singapore,17445,Slow Application,Negative,Medium
FB-0256,2026-05-30,App Store Review,CUST-1257,Mid-Market,Performance,Transaction history freezes when I scroll.,1,4.0.0,UAE,65861,Slow Application,Negative,Medium
FB-0285,2026-05-30,Sales Note,CUST-1338,Enterprise,Refunds,Support confirmed a refund but I have not received it.,1,4.0.0,UAE,188207,Refund Delay,Negative,High
FB-0378,2026-05-30,Support Ticket,CUST-1169,Free,Performance,The mobile application has become very slow.,1,4.1.0,United States,0,Slow Application,Negative,Medium
FB-0502,2026-05-30,Sales Note,CUST-1184,SMB,Payments,The app crashed while I was paying by card.,2,4.0.0,Singapore,2701,Payment Failure,Negative,Critical
FB-0562,2026-05-30,Sales Note,CUST-1223,SMB,Integrations,Please connect FlowPay with more CRM platforms.,4,4.1.0,United Kingdom,5089,Integration Request,Positive,Medium
FB-0181,2026-05-31,Sales Note,CUST-1184,SMB,Performance,The dashboard takes too long to load.,3,4.0.0,UAE,12948,Slow Application,Negative,Medium
FB-0298,2026-05-31,Support Ticket,CUST-1229,SMB,Refunds,Support confirmed a refund but I have not received it.,3,4.1.0,Singapore,8932,Refund Delay,Negative,High
FB-0340,2026-05-31,Survey,CUST-1162,Mid-Market,Reporting,We need bulk invoice downloads for accounting.,3,4.0.0,UAE,49622,Invoice Export,Neutral,Medium
FB-0361,2026-05-31,Survey,CUST-1162,Enterprise,Refunds,Support confirmed a refund but I have not received it.,2,4.1.0,United Kingdom,284930,Refund Delay,Negative,High
FB-0392,2026-05-31,App Store Review,CUST-1027,SMB,Payments,Checkout keeps loading and the payment never completes.,1,4.1.0,Singapore,11005,Payment Failure,Negative,Critical
FB-0640,2026-05-31,Feature Request,CUST-1040,Mid-Market,Authentication,I cannot log in even though my password is correct.,1,4.1.0,UAE,44737,Login Problem,Negative,High
FB-0055,2026-06-01,Feature Request,CUST-1112,Mid-Market,Authentication,The OTP for login never arrives.,3,4.0.0,Singapore,73502,Login Problem,Negative,High
FB-0195,2026-06-01,Feature Request,CUST-1265,Free,General,The application is easy to use and reliable.,4,4.0.0,United States,0,Positive Experience,Positive,Low
FB-0212,2026-06-01,Sales Note,CUST-1160,Enterprise,General,The new dashboard is clean and helpful.,4,4.1.0,Singapore,288249,Positive Experience,Positive,Low
FB-0372,2026-06-01,Feature Request,CUST-1183,Mid-Market,Performance,The latest version feels slower than the previous one.,3,4.0.0,Singapore,67092,Slow Application,Negative,Medium
FB-0375,2026-06-01,App Store Review,CUST-1294,SMB,Dashboard,The analytics screen needs clearer filters.,3,4.0.0,United Kingdom,14963,Dashboard Usability,Neutral,Low
FB-0066,2026-06-02,Survey,CUST-1114,SMB,Integrations,Please add an integration with our accounting software.,4,4.0.0,India,14272,Integration Request,Positive,Medium
FB-0119,2026-06-02,Survey,CUST-1058,Enterprise,General,The application is easy to use and reliable.,4,4.1.0,United Kingdom,286417,Positive Experience,Positive,Low
FB-0178,2026-06-02,Support Ticket,CUST-1147,Free,Authentication,The OTP for login never arrives.,2,4.1.0,India,0,Login Problem,Negative,High
FB-0492,2026-06-02,Survey,CUST-1065,Mid-Market,Payments,The amount was deducted but the order was not confirmed.,1,4.1.0,United States,46929,Payment Failure,Negative,Critical
FB-0705,2026-06-02,Survey,CUST-1218,Mid-Market,Refunds,I cannot see when my refund will be processed.,2,4.1.0,United Kingdom,19963,Refund Delay,Negative,High
FB-0020,2026-06-03,Survey,CUST-1204,Mid-Market,Performance,Transaction history freezes when I scroll.,2,4.0.0,UAE,28881,Slow Application,Negative,Medium
FB-0087,2026-06-03,App Store Review,CUST-1001,SMB,Dashboard,The analytics screen needs clearer filters.,3,4.0.0,UAE,4847,Dashboard Usability,Neutral,Low
FB-0132,2026-06-03,Support Ticket,CUST-1243,Mid-Market,Payments,The app crashed while I was paying by card.,2,4.0.0,UAE,49478,Payment Failure,Negative,Critical
FB-0302,2026-06-03,Feature Request,CUST-1191,Mid-Market,Authentication,Biometric login stopped working after the update.,2,4.0.0,UAE,51569,Login Problem,Negative,High
FB-0533,2026-06-03,Survey,CUST-1211,Mid-Market,Payments,Checkout keeps loading and the payment never completes.,3,4.0.0,UAE,29443,Payment Failure,Negative,Critical
FB-0548,2026-06-03,Survey,CUST-1010,Mid-Market,Refunds,Support confirmed a refund but I have not received it.,1,4.1.0,United States,68086,Refund Delay,Negative,High
FB-0556,2026-06-03,Survey,CUST-1117,Free,Performance,The mobile application has become very slow.,2,4.1.0,Singapore,0,Slow Application,Negative,Medium
FB-0669,2026-06-03,Survey,CUST-1232,SMB,General,The application is easy to use and reliable.,4,4.1.0,India,13462,Positive Experience,Positive,Low
FB-0043,2026-06-04,Feature Request,CUST-1113,Mid-Market,Authentication,The OTP for login never arrives.,2,4.0.0,United States,40071,Login Problem,Negative,High
FB-0063,2026-06-04,Feature Request,CUST-1084,Free,Reporting,Invoice export would save our finance team several hours.,3,4.1.0,UAE,0,Invoice Export,Neutral,Medium
FB-0079,2026-06-04,Survey,CUST-1061,SMB,Refunds,The refund status has been pending for a week.,1,4.0.0,United Kingdom,13817,Refund Delay,Negative,High
FB-0102,2026-06-04,App Store Review,CUST-1228,SMB,Integrations,Please connect FlowPay with more CRM platforms.,5,4.1.0,United States,6891,Integration Request,Positive,Medium
FB-0144,2026-06-04,Support Ticket,CUST-1092,SMB,Dashboard,Important payment information is difficult to find.,4,4.1.0,Singapore,7567,Dashboard Usability,Neutral,Low
FB-0189,2026-06-04,Sales Note,CUST-1092,Mid-Market,Integrations,We would like API support for transaction reconciliation.,5,4.1.0,India,20173,Integration Request,Positive,Medium
FB-0276,2026-06-04,Feature Request,CUST-1289,Free,Integrations,A Shopify integration would simplify our workflow.,4,4.1.0,United States,0,Integration Request,Positive,Medium
FB-0318,2026-06-04,Feature Request,CUST-1279,Mid-Market,Integrations,A Shopify integration would simplify our workflow.,5,4.0.0,India,39043,Integration Request,Positive,Medium
FB-0415,2026-06-04,Feature Request,CUST-1067,SMB,Dashboard,Important payment information is difficult to find.,4,4.0.0,India,14784,Dashboard Usability,Neutral,Low
FB-0566,2026-06-04,App Store Review,CUST-1025,SMB,Dashboard,The dashboard navigation is confusing.,3,4.0.0,India,7253,Dashboard Usability,Neutral,Low
FB-0612,2026-06-04,Feature Request,CUST-1338,Mid-Market,Payments,Checkout keeps loading and the payment never completes.,2,4.0.0,India,15547,Payment Failure,Negative,Critical
FB-0700,2026-06-04,Feature Request,CUST-1345,SMB,Integrations,A Shopify integration would simplify our workflow.,4,4.1.0,UAE,11571,Integration Request,Positive,Medium
FB-0710,2026-06-04,Sales Note,CUST-1251,SMB,Authentication,Biometric login stopped working after the update.,2,4.0.0,Singapore,8411,Login Problem,Negative,High
FB-0023,2026-06-05,App Store Review,CUST-1242,SMB,Dashboard,The analytics screen needs clearer filters.,3,4.1.0,India,4167,Dashboard Usability,Neutral,Low
FB-0128,2026-06-05,Support Ticket,CUST-1339,Free,Authentication,The OTP for login never arrives.,3,4.1.0,India,0,Login Problem,Negative,High
FB-0136,2026-06-05,Feature Request,CUST-1305,Mid-Market,Performance,Transaction history freezes when I scroll.,2,4.1.0,UAE,61672,Slow Application,Negative,Medium
FB-0228,2026-06-05,App Store Review,CUST-1250,SMB,Performance,Transaction history freezes when I scroll.,2,4.1.0,United States,6876,Slow Application,Negative,Medium
FB-0412,2026-06-05,Support Ticket,CUST-1123,SMB,Refunds,I cannot see when my refund will be processed.,2,4.0.0,UAE,8503,Refund Delay,Negative,High
FB-0463,2026-06-05,App Store Review,CUST-1070,SMB,Reporting,Invoice export would save our finance team several hours.,4,4.1.0,UAE,6819,Invoice Export,Neutral,Medium
FB-0528,2026-06-05,Sales Note,CUST-1102,SMB,Integrations,Please add an integration with our accounting software.,4,4.1.0,India,8474,Integration Request,Positive,Medium
FB-0641,2026-06-05,Support Ticket,CUST-1094,Mid-Market,Performance,The mobile application has become very slow.,1,4.0.0,United States,69084,Slow Application,Negative,Medium
FB-0567,2026-06-06,App Store Review,CUST-1046,Mid-Market,Refunds,The refund status has been pending for a week.,1,4.0.0,Singapore,62652,Refund Delay,Negative,High
FB-0582,2026-06-06,Sales Note,CUST-1337,Mid-Market,Refunds,My refund has not arrived after ten days.,1,4.0.0,United Kingdom,22240,Refund Delay,Negative,High
FB-0029,2026-06-07,Survey,CUST-1029,Free,Authentication,I cannot log in even though my password is correct.,3,4.0.0,Singapore,0,Login Problem,Negative,High
FB-0081,2026-06-07,Survey,CUST-1023,SMB,Authentication,I cannot log in even though my password is correct.,3,4.0.0,United States,2231,Login Problem,Negative,High
FB-0150,2026-06-07,App Store Review,CUST-1066,Free,Refunds,Support confirmed a refund but I have not received it.,3,4.1.0,United Kingdom,0,Refund Delay,Negative,High
FB-0286,2026-06-07,App Store Review,CUST-1194,Mid-Market,Integrations,A Shopify integration would simplify our workflow.,5,4.1.0,United States,20377,Integration Request,Positive,Medium
FB-0295,2026-06-07,Survey,CUST-1192,Mid-Market,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,United States,52741,Dashboard Usability,Neutral,Low
FB-0389,2026-06-07,Survey,CUST-1087,SMB,Payments,The app crashed while I was paying by card.,1,4.0.0,India,3715,Payment Failure,Negative,Critical
FB-0441,2026-06-07,Survey,CUST-1120,SMB,Authentication,I cannot log in even though my password is correct.,1,4.1.0,India,5402,Login Problem,Negative,High
FB-0531,2026-06-07,Sales Note,CUST-1294,Free,Refunds,I cannot see when my refund will be processed.,2,4.1.0,Singapore,0,Refund Delay,Negative,High
FB-0631,2026-06-07,Feature Request,CUST-1085,Enterprise,Reporting,Invoice export would save our finance team several hours.,3,4.1.0,UAE,277815,Invoice Export,Neutral,Medium
FB-0051,2026-06-08,App Store Review,CUST-1220,Enterprise,Reporting,Can you support PDF and CSV invoice exports?,3,4.1.0,Singapore,154659,Invoice Export,Neutral,Medium
FB-0062,2026-06-08,Sales Note,CUST-1279,Enterprise,Dashboard,Important payment information is difficult to find.,3,4.1.0,United Kingdom,294082,Dashboard Usability,Neutral,Low
FB-0124,2026-06-08,Sales Note,CUST-1069,Free,General,The application is easy to use and reliable.,5,4.0.0,United States,0,Positive Experience,Positive,Low
FB-0399,2026-06-08,Sales Note,CUST-1292,Enterprise,Payments,I was charged twice for the same transaction.,3,4.0.0,UAE,262251,Payment Failure,Negative,Critical
FB-0423,2026-06-08,Survey,CUST-1049,Enterprise,Integrations,Please connect FlowPay with more CRM platforms.,4,4.0.0,United States,221342,Integration Request,Positive,Medium
FB-0464,2026-06-08,App Store Review,CUST-1107,SMB,Integrations,We would like API support for transaction reconciliation.,5,4.0.0,United Kingdom,7143,Integration Request,Positive,Medium
FB-0714,2026-06-08,Feature Request,CUST-1043,Enterprise,Dashboard,The analytics screen needs clearer filters.,4,4.1.0,United Kingdom,240313,Dashboard Usability,Neutral,Low
FB-0044,2026-06-09,App Store Review,CUST-1204,Enterprise,Integrations,We would like API support for transaction reconciliation.,5,4.0.0,India,133439,Integration Request,Positive,Medium
FB-0078,2026-06-09,Feature Request,CUST-1281,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.1.0,Singapore,11068,Dashboard Usability,Neutral,Low
FB-0099,2026-06-09,Support Ticket,CUST-1236,Mid-Market,Performance,The dashboard takes too long to load.,1,4.0.0,Singapore,21109,Slow Application,Negative,Medium
FB-0222,2026-06-09,Sales Note,CUST-1242,Mid-Market,Integrations,We would like API support for transaction reconciliation.,4,4.0.0,India,60092,Integration Request,Positive,Medium
FB-0560,2026-06-09,Support Ticket,CUST-1267,SMB,Refunds,The refund status has been pending for a week.,2,4.0.0,United States,6973,Refund Delay,Negative,High
FB-0609,2026-06-09,Sales Note,CUST-1108,Free,Reporting,We need bulk invoice downloads for accounting.,4,4.0.0,UAE,0,Invoice Export,Neutral,Medium
FB-0638,2026-06-09,App Store Review,CUST-1060,Mid-Market,Refunds,The refund status has been pending for a week.,1,4.1.0,India,44246,Refund Delay,Negative,High
FB-0667,2026-06-09,Feature Request,CUST-1290,SMB,Refunds,The refund status has been pending for a week.,1,4.0.0,Singapore,14425,Refund Delay,Negative,High
FB-0210,2026-06-10,App Store Review,CUST-1189,SMB,Integrations,Please add an integration with our accounting software.,5,4.1.0,United Kingdom,7658,Integration Request,Positive,Medium
FB-0257,2026-06-10,App Store Review,CUST-1154,Mid-Market,Performance,The mobile application has become very slow.,3,4.1.0,United Kingdom,68634,Slow Application,Negative,Medium
FB-0363,2026-06-10,Feature Request,CUST-1157,SMB,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,India,14621,Invoice Export,Neutral,Medium
FB-0429,2026-06-10,App Store Review,CUST-1086,Free,Performance,The mobile application has become very slow.,2,4.1.0,India,0,Slow Application,Negative,Medium
FB-0663,2026-06-10,App Store Review,CUST-1140,Mid-Market,Integrations,Please add an integration with our accounting software.,4,4.0.0,UAE,32869,Integration Request,Positive,Medium
FB-0096,2026-06-11,Sales Note,CUST-1236,Mid-Market,Payments,The app crashed while I was paying by card.,1,4.0.0,United Kingdom,71683,Payment Failure,Negative,Critical
FB-0204,2026-06-11,Support Ticket,CUST-1128,SMB,General,The new dashboard is clean and helpful.,5,4.1.0,United Kingdom,10501,Positive Experience,Positive,Low
FB-0550,2026-06-11,Support Ticket,CUST-1195,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.1.0,United Kingdom,14067,Dashboard Usability,Neutral,Low
FB-0606,2026-06-11,App Store Review,CUST-1179,Mid-Market,Refunds,Support confirmed a refund but I have not received it.,3,4.1.0,United Kingdom,65442,Refund Delay,Negative,High
FB-0130,2026-06-12,Survey,CUST-1074,Mid-Market,Integrations,A Shopify integration would simplify our workflow.,5,4.0.0,United Kingdom,54059,Integration Request,Positive,Medium
FB-0238,2026-06-12,Support Ticket,CUST-1172,SMB,Authentication,The app keeps signing me out.,3,4.0.0,United Kingdom,6215,Login Problem,Negative,High
FB-0652,2026-06-12,Support Ticket,CUST-1330,Enterprise,Integrations,A Shopify integration would simplify our workflow.,5,4.1.0,United Kingdom,200596,Integration Request,Positive,Medium
FB-0146,2026-06-13,Support Ticket,CUST-1079,SMB,Authentication,The OTP for login never arrives.,3,4.0.0,India,7314,Login Problem,Negative,High
FB-0602,2026-06-13,Survey,CUST-1043,Mid-Market,Payments,The app crashed while I was paying by card.,3,4.1.0,Singapore,18232,Payment Failure,Negative,Critical
FB-0673,2026-06-13,Sales Note,CUST-1175,Mid-Market,Authentication,The OTP for login never arrives.,1,4.1.0,India,43256,Login Problem,Negative,High
FB-0701,2026-06-13,Support Ticket,CUST-1034,Enterprise,Dashboard,The dashboard navigation is confusing.,3,4.0.0,India,157122,Dashboard Usability,Neutral,Low
FB-0249,2026-06-14,Feature Request,CUST-1016,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,United Kingdom,2987,Dashboard Usability,Neutral,Low
FB-0311,2026-06-14,Sales Note,CUST-1302,SMB,Refunds,My refund has not arrived after ten days.,1,4.1.0,United States,4826,Refund Delay,Negative,High
FB-0336,2026-06-14,Sales Note,CUST-1226,Mid-Market,Dashboard,Important payment information is difficult to find.,3,4.1.0,India,24921,Dashboard Usability,Neutral,Low
FB-0373,2026-06-14,App Store Review,CUST-1013,SMB,General,Customer support resolved my problem quickly.,4,4.1.0,India,8363,Positive Experience,Positive,Low
FB-0650,2026-06-14,Survey,CUST-1130,Mid-Market,Performance,The dashboard takes too long to load.,2,4.0.0,United States,15741,Slow Application,Negative,Medium
FB-0005,2026-06-15,Feature Request,CUST-1274,Mid-Market,Integrations,Please add an integration with our accounting software.,5,4.0.0,India,67896,Integration Request,Positive,Medium
FB-0141,2026-06-15,Survey,CUST-1307,Enterprise,Integrations,We would like API support for transaction reconciliation.,5,4.0.0,India,185871,Integration Request,Positive,Medium
FB-0187,2026-06-15,Survey,CUST-1063,Free,Integrations,We would like API support for transaction reconciliation.,5,4.1.0,Singapore,0,Integration Request,Positive,Medium
FB-0365,2026-06-15,Survey,CUST-1089,Free,Reporting,Please add an option to export invoices to Excel.,3,4.1.0,Singapore,0,Invoice Export,Neutral,Medium
FB-0370,2026-06-15,App Store Review,CUST-1017,SMB,Authentication,The OTP for login never arrives.,2,4.1.0,Singapore,6585,Login Problem,Negative,High
FB-0589,2026-06-15,App Store Review,CUST-1092,Mid-Market,Dashboard,The analytics screen needs clearer filters.,4,4.0.0,United States,42989,Dashboard Usability,Neutral,Low
FB-0616,2026-06-15,Support Ticket,CUST-1320,SMB,Performance,Transaction history freezes when I scroll.,2,4.1.0,India,10212,Slow Application,Negative,Medium
FB-0192,2026-06-16,App Store Review,CUST-1311,Mid-Market,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,United Kingdom,25485,Invoice Export,Neutral,Medium
FB-0287,2026-06-16,Feature Request,CUST-1184,Free,Payments,Checkout keeps loading and the payment never completes.,1,4.1.0,United Kingdom,0,Payment Failure,Negative,Critical
FB-0456,2026-06-16,Survey,CUST-1286,Mid-Market,Integrations,Please connect FlowPay with more CRM platforms.,5,4.1.0,Singapore,70334,Integration Request,Positive,Medium
FB-0544,2026-06-16,Sales Note,CUST-1117,SMB,Integrations,Please add an integration with our accounting software.,5,4.0.0,United Kingdom,4947,Integration Request,Positive,Medium
FB-0596,2026-06-16,Support Ticket,CUST-1292,SMB,General,The application is easy to use and reliable.,4,4.1.0,India,6198,Positive Experience,Positive,Low
FB-0194,2026-06-17,Sales Note,CUST-1187,Free,Reporting,Invoice export would save our finance team several hours.,3,4.0.0,United States,0,Invoice Export,Neutral,Medium
FB-0396,2026-06-17,Feature Request,CUST-1134,Free,Authentication,The OTP for login never arrives.,2,4.1.0,UAE,0,Login Problem,Negative,High
FB-0458,2026-06-17,Feature Request,CUST-1071,Free,Dashboard,The analytics screen needs clearer filters.,3,4.0.0,United States,0,Dashboard Usability,Neutral,Low
FB-0516,2026-06-17,Feature Request,CUST-1195,Mid-Market,Integrations,We would like API support for transaction reconciliation.,4,4.0.0,Singapore,43113,Integration Request,Positive,Medium
FB-0658,2026-06-17,Feature Request,CUST-1259,Mid-Market,Integrations,Please add an integration with our accounting software.,5,4.0.0,UAE,74858,Integration Request,Positive,Medium
FB-0735,2026-06-17,Survey,CUST-1103,Mid-Market,Authentication,The app keeps signing me out.,1,4.1.0,India,56421,Login Problem,Negative,High
FB-0251,2026-06-18,Survey,CUST-1060,Enterprise,Payments,The amount was deducted but the order was not confirmed.,3,4.0.0,Singapore,216375,Payment Failure,Negative,Critical
FB-0260,2026-06-18,Survey,CUST-1073,SMB,Authentication,Biometric login stopped working after the update.,1,4.0.0,UAE,5948,Login Problem,Negative,High
FB-0325,2026-06-18,Feature Request,CUST-1263,Mid-Market,Reporting,Can you support PDF and CSV invoice exports?,4,4.0.0,United States,72680,Invoice Export,Neutral,Medium
FB-0479,2026-06-18,Sales Note,CUST-1144,Enterprise,General,FlowPay makes payment tracking much easier.,5,4.1.0,UAE,176156,Positive Experience,Positive,Low
FB-0505,2026-06-18,Survey,CUST-1249,SMB,General,The application is easy to use and reliable.,4,4.1.0,UAE,8649,Positive Experience,Positive,Low
FB-0580,2026-06-18,Sales Note,CUST-1122,Enterprise,Dashboard,Please allow us to customize dashboard widgets.,4,4.1.0,India,237460,Dashboard Usability,Neutral,Low
FB-0724,2026-06-18,Support Ticket,CUST-1003,Free,Integrations,Please add an integration with our accounting software.,4,4.1.0,India,0,Integration Request,Positive,Medium
FB-0060,2026-06-19,Feature Request,CUST-1169,Mid-Market,Dashboard,The analytics screen needs clearer filters.,3,4.1.0,India,19210,Dashboard Usability,Neutral,Low
FB-0114,2026-06-19,Sales Note,CUST-1183,Free,Integrations,We would like API support for transaction reconciliation.,5,4.1.0,India,0,Integration Request,Positive,Medium
FB-0163,2026-06-19,Survey,CUST-1033,SMB,Reporting,Can you support PDF and CSV invoice exports?,3,4.0.0,UAE,11795,Invoice Export,Neutral,Medium
FB-0334,2026-06-19,Survey,CUST-1153,Mid-Market,Payments,The amount was deducted but the order was not confirmed.,2,4.1.0,United Kingdom,21764,Payment Failure,Negative,Critical
FB-0402,2026-06-19,Sales Note,CUST-1234,Mid-Market,Performance,The dashboard takes too long to load.,3,4.1.0,UAE,71140,Slow Application,Negative,Medium
FB-0513,2026-06-19,App Store Review,CUST-1310,Free,Authentication,I cannot log in even though my password is correct.,1,4.1.0,Singapore,0,Login Problem,Negative,High
FB-0745,2026-06-19,Feature Request,CUST-1138,SMB,General,The new dashboard is clean and helpful.,4,4.1.0,UAE,2535,Positive Experience,Positive,Low
FB-0308,2026-06-20,Sales Note,CUST-1219,Mid-Market,Payments,The app crashed while I was paying by card.,1,4.1.0,United Kingdom,27932,Payment Failure,Negative,Critical
FB-0327,2026-06-20,Survey,CUST-1165,SMB,Authentication,The app keeps signing me out.,2,4.1.0,UAE,5470,Login Problem,Negative,High
FB-0050,2026-06-21,Feature Request,CUST-1346,Mid-Market,Dashboard,Important payment information is difficult to find.,4,4.1.0,UAE,27573,Dashboard Usability,Neutral,Low
FB-0153,2026-06-21,Survey,CUST-1045,SMB,Payments,The app crashed while I was paying by card.,1,4.1.0,United Kingdom,12127,Payment Failure,Negative,Critical
FB-0681,2026-06-21,Feature Request,CUST-1071,SMB,Reporting,We need bulk invoice downloads for accounting.,4,4.0.0,Singapore,12854,Invoice Export,Neutral,Medium
FB-0717,2026-06-21,Sales Note,CUST-1076,Mid-Market,Payments,I was charged twice for the same transaction.,1,4.1.0,India,58734,Payment Failure,Negative,Critical
FB-0138,2026-06-22,Survey,CUST-1218,SMB,Refunds,I cannot see when my refund will be processed.,2,4.0.0,United States,8815,Refund Delay,Negative,High
FB-0225,2026-06-22,App Store Review,CUST-1265,Mid-Market,Reporting,We need bulk invoice downloads for accounting.,4,4.0.0,United States,45908,Invoice Export,Neutral,Medium
FB-0233,2026-06-22,Support Ticket,CUST-1281,SMB,Refunds,The refund status has been pending for a week.,2,4.0.0,Singapore,13160,Refund Delay,Negative,High
FB-0258,2026-06-22,Feature Request,CUST-1284,Free,Refunds,Support confirmed a refund but I have not received it.,1,4.0.0,United States,0,Refund Delay,Negative,High
FB-0261,2026-06-22,App Store Review,CUST-1130,Mid-Market,General,The new dashboard is clean and helpful.,5,4.1.0,India,23788,Positive Experience,Positive,Low
FB-0371,2026-06-22,Feature Request,CUST-1070,SMB,General,The application is easy to use and reliable.,4,4.1.0,UAE,3437,Positive Experience,Positive,Low
FB-0455,2026-06-22,Sales Note,CUST-1287,SMB,Payments,The amount was deducted but the order was not confirmed.,2,4.1.0,United States,3489,Payment Failure,Negative,Critical
FB-0484,2026-06-22,Support Ticket,CUST-1199,Mid-Market,Reporting,Please add an option to export invoices to Excel.,4,4.1.0,India,43379,Invoice Export,Neutral,Medium
FB-0554,2026-06-22,Survey,CUST-1040,Enterprise,Authentication,The OTP for login never arrives.,1,4.0.0,Singapore,107779,Login Problem,Negative,High
FB-0591,2026-06-22,Sales Note,CUST-1123,SMB,Integrations,A Shopify integration would simplify our workflow.,5,4.1.0,UAE,13892,Integration Request,Positive,Medium
FB-0175,2026-06-23,Support Ticket,CUST-1191,SMB,Payments,The amount was deducted but the order was not confirmed.,1,4.1.0,United States,5862,Payment Failure,Negative,Critical
FB-0341,2026-06-23,Support Ticket,CUST-1008,Mid-Market,Refunds,My refund has not arrived after ten days.,1,4.1.0,United States,64987,Refund Delay,Negative,High
FB-0448,2026-06-23,App Store Review,CUST-1312,SMB,General,The application is easy to use and reliable.,5,4.1.0,UAE,11321,Positive Experience,Positive,Low
FB-0690,2026-06-23,App Store Review,CUST-1018,Enterprise,Refunds,I cannot see when my refund will be processed.,3,4.1.0,United States,152233,Refund Delay,Negative,High
FB-0026,2026-06-24,Sales Note,CUST-1050,SMB,Authentication,I cannot log in even though my password is correct.,3,4.1.0,India,3235,Login Problem,Negative,High
FB-0520,2026-06-24,App Store Review,CUST-1211,Mid-Market,Performance,The latest version feels slower than the previous one.,1,4.1.0,United States,59605,Slow Application,Negative,Medium
FB-0685,2026-06-24,App Store Review,CUST-1217,SMB,Performance,The dashboard takes too long to load.,3,4.0.0,Singapore,7821,Slow Application,Negative,Medium
FB-0721,2026-06-24,Survey,CUST-1061,Enterprise,Refunds,The refund status has been pending for a week.,2,4.1.0,United Kingdom,268444,Refund Delay,Negative,High
FB-0154,2026-06-25,Survey,CUST-1113,SMB,Performance,Transaction history freezes when I scroll.,1,4.1.0,India,8484,Slow Application,Negative,Medium
FB-0451,2026-06-25,App Store Review,CUST-1285,SMB,Dashboard,The dashboard navigation is confusing.,3,4.1.0,United Kingdom,7664,Dashboard Usability,Neutral,Low
FB-0559,2026-06-25,Feature Request,CUST-1276,Mid-Market,Performance,The mobile application has become very slow.,1,4.1.0,Singapore,35294,Slow Application,Negative,Medium
FB-0035,2026-06-26,Sales Note,CUST-1153,Mid-Market,Integrations,Please add an integration with our accounting software.,4,4.0.0,United States,55087,Integration Request,Positive,Medium
FB-0052,2026-06-26,Support Ticket,CUST-1145,SMB,Dashboard,Please allow us to customize dashboard widgets.,3,4.0.0,United Kingdom,14057,Dashboard Usability,Neutral,Low
FB-0170,2026-06-26,App Store Review,CUST-1273,Mid-Market,Performance,The mobile application has become very slow.,2,4.1.0,Singapore,66368,Slow Application,Negative,Medium
FB-0320,2026-06-26,App Store Review,CUST-1301,Free,Integrations,We would like API support for transaction reconciliation.,5,4.0.0,United Kingdom,0,Integration Request,Positive,Medium
FB-0387,2026-06-26,Feature Request,CUST-1179,Enterprise,Dashboard,The analytics screen needs clearer filters.,3,4.1.0,Singapore,183533,Dashboard Usability,Neutral,Low
FB-0526,2026-06-26,App Store Review,CUST-1017,Enterprise,Payments,I was charged twice for the same transaction.,3,4.1.0,UAE,285741,Payment Failure,Negative,Critical
FB-0607,2026-06-26,App Store Review,CUST-1043,Mid-Market,Payments,My payment failed after I entered the OTP.,1,4.1.0,United Kingdom,28087,Payment Failure,Negative,Critical
FB-0021,2026-06-27,Sales Note,CUST-1283,SMB,Authentication,The OTP for login never arrives.,3,4.0.0,United Kingdom,7539,Login Problem,Negative,High
FB-0174,2026-06-27,Support Ticket,CUST-1113,Free,General,The application is easy to use and reliable.,5,4.1.0,India,0,Positive Experience,Positive,Low
FB-0247,2026-06-27,Feature Request,CUST-1288,SMB,Integrations,Please add an integration with our accounting software.,5,4.1.0,United States,10409,Integration Request,Positive,Medium
FB-0413,2026-06-27,Survey,CUST-1083,Enterprise,Authentication,The app keeps signing me out.,1,4.1.0,United States,228848,Login Problem,Negative,High
